business_id,business_age,industry,industry_risk_score,annual_revenue,profit_margin,invoice_payment_behavior,credit_history,past_loan_defaults,loan_repayment_rate,initial_investment,total_assets,total_liabilities,debt_to_equity_ratio,payment_history,amount_owed,length_of_credit_history,new_credit,credit_mix,risk_category
MSME_2452,28,IT Services,5,7760376,27.99490922,12,Average,Yes,91,NA,8233004,4167365,0.47,74,781189,18,0,2,Medium
MSME_2453,5,AI Startups,8,7651174,18.97324121,36,Poor,Yes,57,NA,41119802,22944926,0.75,85,157788,11,3,3,High
MSME_2454,7,Healthcare,2,3350056,28.18876996,12,Good,No,68,NA,24982815,29664359,2.28,73,274131,14,4,5,High
MSME_2455,7,Fintech,7,4357135,11.17416344,49,Average,No,54,NA,1684781,4754555,0.8,98,142217,15,4,4,High
MSME_2456,18,Healthcare,2,2206771,19.32383729,45,Poor,No,93,NA,26482041,17439359,2.93,91,661028,12,5,3,High
MSME_2457,26,Fintech,7,6415412,10.05335345,5,Poor,Yes,51,NA,28503336,23815835,1.69,95,366833,9,5,1,High
MSME_2458,25,Manufacturing,4,4423426,26.13783068,14,Poor,Yes,61,NA,5156515,777063,1.77,56,325281,5,4,4,High
MSME_2459,7,Retail,3,7503711,22.53110664,11,Good,No,72,NA,14798117,3195867,1.11,75,327582,2,1,4,High
MSME_2460,6,Retail,3,5069034,14.5432616,45,Poor,Yes,50,NA,48141275,5539974,0.89,96,211089,1,0,3,High
MSME_2461,12,IT Services,5,3091407,14.47657116,8,Good,Yes,73,NA,30337916,15484000,2.21,68,318754,20,0,4,High
MSME_2462,12,Manufacturing,4,2707947,25.52646716,49,Average,Yes,50,NA,47506958,17232049,2.53,50,142428,11,1,5,High
MSME_2463,8,AI Startups,8,7732729,5.431275418,7,Poor,No,92,NA,33130723,5083688,0.12,93,564881,7,5,3,Medium
MSME_2464,15,AI Startups,8,2026729,13.1871225,36,Poor,No,50,NA,13965832,2976266,1.73,73,45701,2,1,1,High
MSME_2465,10,Retail,3,6392617,7.067977067,10,Poor,Yes,62,NA,18803987,20222944,0.3,80,532569,10,2,1,High
MSME_2466,24,Retail,3,2315738,7.273342821,5,Average,No,85,NA,3052925,21542452,0.65,67,959994,16,5,1,High
MSME_2467,6,AI Startups,8,3893618,26.98803921,20,Average,No,87,NA,48592222,24055011,1.38,90,111593,10,3,3,Medium
MSME_2468,15,AI Startups,8,4340074,18.9809132,29,Good,Yes,97,NA,31393436,4414600,2.2,97,869364,14,1,4,High
MSME_2469,21,Manufacturing,4,6274615,20.5205533,18,Good,No,67,NA,33580280,20324485,1.08,59,878946,4,4,1,High
MSME_2470,9,Manufacturing,4,3775219,18.89928949,44,Poor,No,66,NA,7807782,7308441,1.96,78,915138,17,5,1,High
MSME_2471,24,Retail,3,4854652,15.60984156,8,Average,No,92,NA,30557358,9892320,0.32,68,165322,6,1,2,Medium
MSME_2472,12,AI Startups,8,9425600,13.61311626,16,Poor,Yes,79,NA,42314106,15846204,0.45,80,487917,14,0,1,Medium
MSME_2473,23,AI Startups,8,7135645,23.62493337,47,Poor,Yes,54,NA,18965747,2154133,2.83,80,214025,20,1,2,High
MSME_2474,28,Fintech,7,6677292,10.34486343,28,Poor,Yes,82,NA,36826726,15029875,0.34,82,511269,9,2,3,High
MSME_2475,15,IT Services,5,1734348,5.811380905,33,Average,Yes,82,NA,29894668,4717800,0.98,91,257024,4,2,4,High
MSME_2476,9,Healthcare,2,4530950,16.92297034,44,Good,Yes,91,NA,42149239,13613852,2.33,63,285383,18,5,3,High
MSME_2477,19,Fintech,7,8249252,21.3895095,25,Poor,Yes,50,NA,33218213,8587186,0.66,64,214754,9,4,4,High
MSME_2478,8,IT Services,5,7698646,12.46080686,25,Average,Yes,86,NA,35361801,17262729,1.27,95,316719,15,5,2,Medium
MSME_2479,18,Manufacturing,4,2588507,17.3916979,16,Good,No,62,NA,31297521,3976724,1.64,98,383503,2,2,3,High
MSME_2480,21,AI Startups,8,5213778,19.34086187,35,Good,Yes,61,NA,23123785,21395459,0.59,59,569446,6,1,3,High
MSME_2481,8,Healthcare,2,2875987,23.42145465,39,Good,Yes,59,NA,25558696,9120734,1.11,62,605719,1,1,1,High
MSME_2482,27,Healthcare,2,5281156,29.52284597,34,Average,Yes,70,NA,49288496,26060109,1.14,89,926908,11,4,1,High
MSME_2483,28,Fintech,7,5027836,24.13378652,10,Poor,No,62,NA,18852800,28678222,0.31,99,368985,1,0,2,High
MSME_2484,17,Healthcare,2,9443790,24.8921818,30,Poor,No,69,NA,40571788,25793505,1.42,92,783404,10,4,5,High
MSME_2485,23,AI Startups,8,1174923,5.524196322,14,Average,No,66,NA,39096163,14273142,0.24,91,863109,13,1,2,High
MSME_2486,5,IT Services,5,7505762,21.06024604,24,Good,No,64,NA,10671316,20034084,0.11,69,793565,9,2,4,High
MSME_2487,14,Retail,3,9519106,13.95381765,10,Average,Yes,71,NA,44991161,21094777,1.14,88,916410,9,1,5,High
MSME_2488,27,Retail,3,6783291,5.452235738,28,Average,Yes,86,NA,13119979,20008953,1.37,85,156636,19,5,1,Medium
MSME_2489,17,Retail,3,1072608,16.43951836,24,Good,Yes,84,NA,1734148,24602048,2.79,84,729820,20,1,1,High
MSME_2490,25,Manufacturing,4,9468864,28.00218969,6,Average,Yes,52,NA,26466125,15290795,1.52,82,425854,9,4,4,High
MSME_2491,28,Healthcare,2,1102047,28.26673306,20,Good,Yes,80,NA,35423085,22308709,2.93,54,602325,1,4,4,High
MSME_2492,29,IT Services,5,4950412,15.46869533,25,Poor,Yes,85,NA,32501552,7699215,2.51,78,510758,2,1,4,High
MSME_2493,25,AI Startups,8,1179211,29.36050542,32,Good,Yes,59,NA,23862102,18895497,0.61,100,810475,10,0,2,High
MSME_2494,9,Fintech,7,6674020,21.81302964,34,Good,No,73,NA,2142617,13876453,0.82,57,305219,9,5,3,High
MSME_2495,20,Manufacturing,4,4932001,21.86156,25,Good,No,59,NA,35572378,18931250,2.26,77,523083,17,4,3,High
MSME_2496,29,AI Startups,8,5210833,14.57855853,8,Poor,No,68,NA,4396666,19064302,1.99,69,887808,6,5,4,High
MSME_2497,21,Manufacturing,4,1792397,14.42195886,43,Average,Yes,59,NA,8604240,15329756,0.15,94,419487,1,5,2,High
MSME_2498,12,AI Startups,8,6085854,15.36865559,19,Good,Yes,84,NA,15068230,20719370,0.65,85,647194,16,5,2,Medium
MSME_2499,10,IT Services,5,7520288,24.84992041,31,Average,Yes,89,NA,5229425,14625170,1.88,91,260117,11,1,5,Medium
NEWCO_2500,3,Fintech,7,8112798,23.63767209,50,NA,NA,NA,757859,17255227,11790871,0.23,58,916584,0,2,1,Medium
NEWCO_2501,1,Manufacturing,4,2912808,12.75551299,40,NA,NA,NA,389153,41197817,1906854,1.86,93,966250,0,1,1,Medium
NEWCO_2502,0,IT Services,5,2642652,24.61887269,15,NA,NA,NA,1977587,20394643,17335823,1.78,87,267525,0,3,2,Medium
NEWCO_2503,1,IT Services,5,650855,28.33053209,13,NA,NA,NA,2499390,21334371,21395488,0.92,53,549996,0,1,4,Medium
NEWCO_2504,3,AI Startups,8,819831,24.13864962,46,NA,NA,NA,3348894,44783797,15078472,2.77,61,622538,0,5,3,Medium
NEWCO_2505,0,Fintech,7,1243278,17.56006755,15,NA,NA,NA,2101345,30579981,7086795,2.12,84,201255,0,3,3,Medium
NEWCO_2506,1,AI Startups,8,3253382,22.41025246,40,NA,NA,NA,320676,35559991,11969043,1.17,57,519068,0,3,4,Medium
NEWCO_2507,2,Fintech,7,6182239,24.1840907,20,NA,NA,NA,4560850,15384145,11942155,1.91,51,606013,0,5,1,Medium
NEWCO_2508,3,Healthcare,2,3914324,9.049826239,23,NA,NA,NA,4665097,8203654,24771470,2.22,86,674560,0,3,1,Medium
NEWCO_2509,2,Fintech,7,4597406,8.921324273,22,NA,NA,NA,4101782,32277375,19362950,2.9,52,901606,0,1,1,Medium
NEWCO_2510,1,IT Services,5,4557643,13.91411808,30,NA,NA,NA,1307145,46811817,28392325,0.65,99,754266,0,3,5,Medium
NEWCO_2511,1,Retail,3,6538297,8.720823672,43,NA,NA,NA,4514662,12788482,16559383,2.2,74,428977,0,0,3,Low
NEWCO_2512,3,Manufacturing,4,7330842,27.93024047,23,NA,NA,NA,2642824,1402938,29955371,2.07,60,280423,0,3,3,Medium
NEWCO_2513,0,Fintech,7,7016374,16.28784023,49,NA,NA,NA,374214,19712328,8814327,0.44,73,480641,0,4,3,Medium
NEWCO_2514,0,Retail,3,5249029,25.37659368,28,NA,NA,NA,1766488,45459955,8178002,1.89,97,535494,0,1,1,Low
NEWCO_2515,1,Healthcare,2,3751603,5.422341206,7,NA,NA,NA,2562300,6340073,18010470,0.74,65,19315,0,0,2,Medium
NEWCO_2516,1,Healthcare,2,5885651,8.727419881,8,NA,NA,NA,3922458,22794255,11751303,2.1,61,679516,0,1,4,Low
NEWCO_2517,2,Fintech,7,5603027,28.475069,13,NA,NA,NA,4036524,47638297,869146,0.72,65,125712,0,3,5,Medium
NEWCO_2518,1,Healthcare,2,7252958,14.36936315,11,NA,NA,NA,3273555,15334987,7144103,2.3,53,639626,0,1,3,Low
NEWCO_2519,2,Healthcare,2,7924835,29.84228981,18,NA,NA,NA,4574971,6920171,2820312,0.14,64,260594,0,0,1,Medium
NEWCO_2520,2,Fintech,7,8401800,10.05758549,14,NA,NA,NA,2372464,28201904,2974678,1.76,57,725937,0,3,1,Medium
NEWCO_2521,1,IT Services,5,2083912,15.67954361,13,NA,NA,NA,775706,2817103,17658658,1.34,67,146212,0,5,2,Medium
NEWCO_2522,3,IT Services,5,6769585,19.12843021,35,NA,NA,NA,785434,5848143,10582607,2.9,97,254035,0,1,3,Medium
NEWCO_2523,0,Manufacturing,4,1539114,23.17365751,5,NA,NA,NA,721041,42368202,21151353,2.55,83,751580,0,3,4,High
NEWCO_2524,0,Manufacturing,4,673524,14.79794069,46,NA,NA,NA,4757640,15602414,4497074,0.6,57,188118,0,4,2,Medium
NEWCO_2525,1,Retail,3,3545015,13.77482107,43,NA,NA,NA,1231433,35809009,1952616,2.79,54,555456,0,0,2,Medium
NEWCO_2526,0,Healthcare,2,5642600,28.81193943,47,NA,NA,NA,3241403,35816465,2492369,1.01,87,630554,0,4,4,Low
NEWCO_2527,2,Manufacturing,4,5926965,27.04380367,9,NA,NA,NA,2292659,29735028,27991852,2.57,59,553779,0,2,5,Low
NEWCO_2528,1,IT Services,5,4315016,29.12674695,46,NA,NA,NA,2443132,7307170,664762,2.15,95,77183,0,5,1,Medium
NEWCO_2529,2,Healthcare,2,9358931,14.4179156,7,NA,NA,NA,3722022,11436996,8723826,2.94,55,362910,0,2,5,Low
NEWCO_2530,3,Manufacturing,4,7469829,23.07348625,27,NA,NA,NA,4120740,9737068,20208994,1.6,67,141141,0,4,4,Medium
NEWCO_2531,2,Retail,3,6691062,10.39380126,34,NA,NA,NA,956517,1788810,19979603,0.85,55,773812,0,1,3,Medium
NEWCO_2532,1,Retail,3,7651023,28.61167099,22,NA,NA,NA,292318,45106078,25599610,0.26,53,125918,0,5,4,Low
NEWCO_2533,0,Healthcare,2,7827400,12.82232567,38,NA,NA,NA,2745559,38407516,28630320,0.25,72,350357,0,2,2,Low
NEWCO_2534,1,AI Startups,8,9802119,10.42005438,48,NA,NA,NA,3197848,20212071,5257247,0.53,76,669953,0,1,4,Medium
NEWCO_2535,1,Fintech,7,8515590,13.04222246,20,NA,NA,NA,4709063,3199985,10102313,2.19,96,813086,0,1,4,Medium
NEWCO_2536,1,IT Services,5,1058930,6.822520277,47,NA,NA,NA,1435284,17233565,16921198,1.03,60,70610,0,0,2,Medium
NEWCO_2537,1,Healthcare,2,1194490,25.58916503,29,NA,NA,NA,3642394,10110994,22468778,0.52,56,653084,0,5,3,Medium
NEWCO_2538,1,AI Startups,8,4350694,23.64752965,7,NA,NA,NA,540292,22533820,23238821,1.85,60,876693,0,5,1,Medium
NEWCO_2539,1,Healthcare,2,7229927,14.60465065,49,NA,NA,NA,251445,14917544,8156152,1.18,98,975879,0,2,5,Low
NEWCO_2540,0,Fintech,7,3201916,27.58131473,29,NA,NA,NA,687980,36488006,20504195,1.99,68,563768,0,4,3,Medium
NEWCO_2541,1,Retail,3,6315483,14.2246956,37,NA,NA,NA,3901769,33807557,8228111,2.22,54,513762,0,2,4,Low
NEWCO_2542,2,Manufacturing,4,7550860,17.84466575,18,NA,NA,NA,2252477,7864299,17342092,2.95,59,811082,0,4,2,Medium
NEWCO_2543,3,Healthcare,2,4493190,10.20322666,38,NA,NA,NA,1501034,46257445,21591258,1.53,58,997014,0,4,3,Medium
NEWCO_2544,0,Fintech,7,1402940,28.4226078,7,NA,NA,NA,3275803,48438947,17978922,1.96,74,329735,0,4,4,Medium
NEWCO_2545,0,Manufacturing,4,3430467,15.14254141,43,NA,NA,NA,3908238,38156946,10988544,1.66,82,32989,0,1,4,Medium
NEWCO_2546,1,Fintech,7,6906195,19.92856171,39,NA,NA,NA,1823810,17953026,28571986,2.06,89,665663,0,3,2,Medium
NEWCO_2547,0,AI Startups,8,9371369,9.841314513,11,NA,NA,NA,572611,4920956,7984808,0.25,90,528301,0,5,5,Medium
NEWCO_2548,0,Fintech,7,1717465,15.28965894,17,NA,NA,NA,4674340,49255660,1808333,2.5,76,487627,0,2,1,Medium
NEWCO_2549,0,AI Startups,8,9063243,26.37975032,18,NA,NA,NA,517376,1346175,22009442,0.23,74,482834,0,1,1,Medium
NEWCO_2550,3,IT Services,5,8749444,15.33693542,34,NA,NA,NA,4004323,10700264,18283154,2.26,53,265402,0,4,4,Medium
NEWCO_2551,0,Fintech,7,1834796,14.08127111,12,NA,NA,NA,432229,16649293,18514705,0.13,90,904769,0,4,3,High
NEWCO_2552,3,Retail,3,6335569,20.25649758,19,NA,NA,NA,3061529,29110327,28572128,2.01,98,159200,0,1,2,Low
NEWCO_2553,3,Fintech,7,7786348,5.907255828,50,NA,NA,NA,1395611,36717937,29187965,2.6,61,301540,0,0,5,Medium
NEWCO_2554,3,IT Services,5,8577448,27.02077116,31,NA,NA,NA,3984646,25523256,27967861,2.76,59,310197,0,1,3,Medium
NEWCO_2555,1,Manufacturing,4,5121076,6.993446592,32,NA,NA,NA,3769853,21058063,15285143,1.57,71,845102,0,0,3,Low
NEWCO_2556,0,AI Startups,8,7994910,11.9772822,29,NA,NA,NA,207626,31184668,1046035,0.73,61,763363,0,2,2,Medium
NEWCO_2557,1,IT Services,5,9211608,13.16019758,32,NA,NA,NA,1105176,9499944,29160644,2.39,92,894734,0,4,5,Medium
NEWCO_2558,1,Manufacturing,4,529003,11.64078003,23,NA,NA,NA,909847,38451931,28041703,2.33,58,298558,0,3,3,High
NEWCO_2559,3,IT Services,5,2440324,26.74536932,5,NA,NA,NA,3770914,7811602,25022005,1.41,95,845792,0,4,3,Medium
NEWCO_2560,0,Fintech,7,6793934,27.38741418,5,NA,NA,NA,933221,13951633,2025981,1.13,63,480244,0,1,4,Medium
NEWCO_2561,3,IT Services,5,5179788,24.46785128,11,NA,NA,NA,3518270,39461956,14267659,1,84,889923,0,3,4,Medium
NEWCO_2562,0,Manufacturing,4,6244668,6.63307968,26,NA,NA,NA,4711235,34109138,9962445,1.18,83,238267,0,5,5,Low
NEWCO_2563,2,Retail,3,3108538,17.61571557,42,NA,NA,NA,4429476,41312301,10534890,0.66,97,648477,0,0,2,Medium
NEWCO_2564,3,IT Services,5,1407368,9.457440577,42,NA,NA,NA,2318568,9173909,3520547,0.99,57,133666,0,1,3,Medium
NEWCO_2565,1,Manufacturing,4,7005585,12.61625647,16,NA,NA,NA,2876771,21676746,10897976,0.78,88,655663,0,5,4,Low
NEWCO_2566,1,Retail,3,1173938,11.79614439,21,NA,NA,NA,3611091,8484262,19123730,1.81,72,990415,0,1,2,Medium
NEWCO_2567,0,Manufacturing,4,7988218,13.29144417,43,NA,NA,NA,1494093,8101436,23941359,0.99,68,411142,0,5,5,Medium
NEWCO_2568,1,Healthcare,2,7495102,18.32163112,31,NA,NA,NA,3010589,33491022,24634277,0.46,74,821304,0,3,4,Low
NEWCO_2569,1,Fintech,7,6971853,24.41127745,46,NA,NA,NA,1897851,4242729,26106932,0.43,69,545004,0,4,4,Medium
NEWCO_2570,0,Fintech,7,9141656,16.52972491,31,NA,NA,NA,3717364,33078350,27145895,0.27,70,394015,0,0,1,Medium
NEWCO_2571,0,Manufacturing,4,4686915,6.032307338,18,NA,NA,NA,3443331,31942137,22261393,0.48,51,751660,0,3,2,Medium
NEWCO_2572,1,Fintech,7,5551958,22.60710107,6,NA,NA,NA,337876,20369048,23562885,0.19,93,799395,0,1,2,Medium
NEWCO_2573,1,AI Startups,8,8614395,16.73911217,34,NA,NA,NA,4568879,47256207,22134055,2.48,81,241257,0,4,5,Medium
NEWCO_2574,3,Healthcare,2,6424367,20.99671832,33,NA,NA,NA,2632086,31606815,27555393,2.87,82,328649,0,2,4,Low
NEWCO_2575,0,Healthcare,2,3522971,7.434247516,39,NA,NA,NA,2666009,24280969,2444729,1.92,54,737542,0,0,2,Medium
NEWCO_2576,0,IT Services,5,3609906,13.01839579,7,NA,NA,NA,1227013,37913506,3752804,0.96,66,721663,0,3,3,Medium
NEWCO_2577,0,Fintech,7,9089680,8.698295791,10,NA,NA,NA,2055248,7630778,7232898,2.58,75,809991,0,5,2,Medium
NEWCO_2578,1,Fintech,7,8125069,26.89346422,10,NA,NA,NA,1032135,46731872,17838960,0.68,68,528955,0,3,5,Medium
NEWCO_2579,3,Manufacturing,4,1596399,11.83337549,27,NA,NA,NA,290082,3627806,9958260,1.65,90,113114,0,0,4,High
NEWCO_2580,1,IT Services,5,7800951,9.73271357,25,NA,NA,NA,1670662,35117796,7826775,1.78,88,814486,0,0,1,Medium
NEWCO_2581,0,IT Services,5,1089885,21.1329408,15,NA,NA,NA,3162874,1823465,26133542,1.51,60,409491,0,4,2,Medium
NEWCO_2582,1,IT Services,5,7626258,23.33704225,39,NA,NA,NA,4334306,20374500,29621317,2.94,85,715808,0,0,1,Medium
NEWCO_2583,2,Healthcare,2,1046347,27.76708324,48,NA,NA,NA,942494,46870991,25220905,1.29,52,446727,0,5,5,High
NEWCO_2584,1,Manufacturing,4,5457839,6.028942897,45,NA,NA,NA,1168125,4266888,29962314,1.99,75,30714,0,0,1,Medium
NEWCO_2585,2,Healthcare,2,2175330,8.522574932,27,NA,NA,NA,3106545,43079438,5212528,0.91,70,638057,0,0,2,Medium
NEWCO_2586,3,AI Startups,8,3806701,26.51755428,27,NA,NA,NA,3886300,40264686,5769023,1.69,80,791097,0,5,3,Medium
NEWCO_2587,0,Manufacturing,4,3694050,15.06857894,12,NA,NA,NA,509382,38612254,6275120,0.65,90,394234,0,1,1,Medium
NEWCO_2588,3,Healthcare,2,1850468,10.4106517,39,NA,NA,NA,3877295,38923948,19747341,0.13,75,821523,0,1,1,Medium
NEWCO_2589,0,IT Services,5,7763901,26.03331275,14,NA,NA,NA,807376,3065183,28394574,1.03,87,152843,0,4,2,Medium
NEWCO_2590,0,IT Services,5,9811223,8.627126429,46,NA,NA,NA,1782550,33008833,14276610,0.35,95,226011,0,0,4,Medium
NEWCO_2591,1,Fintech,7,2511163,18.23005576,35,NA,NA,NA,4398103,3152133,29433832,0.7,52,859364,0,3,4,Medium
NEWCO_2592,2,Retail,3,2740962,19.42270346,16,NA,NA,NA,4623959,28732117,26100650,0.25,70,765331,0,3,1,Medium
NEWCO_2593,3,IT Services,5,5149518,12.04259443,14,NA,NA,NA,3499190,38279904,7869767,2.01,82,853206,0,5,2,Medium
NEWCO_2594,3,Retail,3,5873905,11.1686449,20,NA,NA,NA,2020174,43680534,8649761,0.18,99,471660,0,0,5,Low
NEWCO_2595,2,Fintech,7,2886902,26.85158761,17,NA,NA,NA,453747,22548024,14112563,1.35,64,238010,0,3,2,Medium
NEWCO_2596,1,AI Startups,8,3440763,7.426566036,46,NA,NA,NA,2520945,43433454,22629777,2.79,55,444416,0,1,1,Medium
NEWCO_2597,0,Manufacturing,4,6570666,26.50036812,7,NA,NA,NA,1792122,38484916,9016856,1.83,67,166319,0,5,5,Low
NEWCO_2598,2,Fintech,7,4987925,26.04654372,40,NA,NA,NA,3679778,41193762,15324533,0.17,58,613200,0,0,1,Medium
NEWCO_2599,0,Manufacturing,4,7423674,21.34317326,28,NA,NA,NA,1361261,38443568,23009308,1.05,53,322785,0,0,5,Low
NEWCO_2600,0,AI Startups,8,9556605,13.84327076,39,NA,NA,NA,4831957,25415760,18670655,0.62,72,905249,0,2,1,Medium
NEWCO_2601,3,Healthcare,2,1777436,28.06693526,30,NA,NA,NA,1086315,35926776,27983168,2.34,66,563464,0,0,2,Medium
NEWCO_2602,1,Retail,3,3587820,24.85087561,44,NA,NA,NA,2718032,6873483,6900367,1.78,81,861398,0,0,1,Medium
NEWCO_2603,0,Manufacturing,4,7481119,19.96738014,8,NA,NA,NA,3542477,12138023,18094399,0.33,91,545262,0,5,1,Low
NEWCO_2604,0,AI Startups,8,5279841,20.42239834,29,NA,NA,NA,4140286,37501818,23251677,1.71,53,520375,0,1,3,Medium
NEWCO_2605,3,AI Startups,8,5305698,7.979455387,38,NA,NA,NA,3194403,38965377,7543935,0.45,51,949564,0,5,2,Medium
NEWCO_2606,0,IT Services,5,9693984,14.80054936,25,NA,NA,NA,1472844,16904461,28926099,2.95,51,269845,0,4,3,Medium
NEWCO_2607,0,Fintech,7,1261188,13.4401378,27,NA,NA,NA,2192851,19703212,6557089,2.17,100,397889,0,3,4,Medium
NEWCO_2608,0,Fintech,7,8673020,28.9115385,5,NA,NA,NA,4884398,3563540,12534926,2.28,74,894383,0,5,5,Medium
NEWCO_2609,0,Fintech,7,5121977,23.75622007,24,NA,NA,NA,1214900,14297160,23634619,2.8,91,922741,0,1,5,Medium
NEWCO_2610,3,Healthcare,2,3957260,13.6471424,7,NA,NA,NA,4694808,39434649,14047569,2.25,72,738679,0,1,2,Medium
NEWCO_2611,0,Manufacturing,4,515982,26.26546987,49,NA,NA,NA,911090,2301825,14030543,0.14,95,556606,0,0,4,High
NEWCO_2612,3,AI Startups,8,2136637,23.18177918,5,NA,NA,NA,3476969,42097080,20306328,1.86,88,856034,0,2,1,Medium
NEWCO_2613,2,Fintech,7,9718790,22.67099095,31,NA,NA,NA,2054910,26956932,2729112,0.78,94,513241,0,2,2,Medium
NEWCO_2614,3,AI Startups,8,7202346,8.590379017,21,NA,NA,NA,1190491,42704335,18898969,1.93,96,154122,0,0,3,Medium
NEWCO_2615,0,Healthcare,2,6689045,18.15728997,16,NA,NA,NA,4893269,9468301,14677643,0.65,78,255237,0,0,5,Medium
NEWCO_2616,3,AI Startups,8,6273322,23.20526754,10,NA,NA,NA,3015361,41967564,19716075,1.67,99,792251,0,3,5,Medium
NEWCO_2617,3,Healthcare,2,5237407,29.61955563,34,NA,NA,NA,3513409,2551824,28276195,0.56,60,973547,0,1,2,Medium
NEWCO_2618,2,Fintech,7,3705534,19.9789945,48,NA,NA,NA,2279739,5114735,17555645,2.89,62,890607,0,1,5,Medium
NEWCO_2619,2,Retail,3,6148068,16.73585172,6,NA,NA,NA,3499978,27988462,639544,1.55,89,364538,0,5,4,Low
NEWCO_2620,1,Fintech,7,7986939,25.60742848,34,NA,NA,NA,1773375,44140204,9170654,2.95,52,867184,0,5,5,Medium
NEWCO_2621,3,Healthcare,2,8432819,9.008715235,12,NA,NA,NA,3444957,32942140,9224872,2.88,93,216155,0,4,4,Low
NEWCO_2622,0,Fintech,7,2655746,22.37985015,30,NA,NA,NA,3972831,37480656,7812960,1,61,287354,0,0,5,Medium
NEWCO_2623,3,Retail,3,5664057,10.9457716,30,NA,NA,NA,3724173,43380522,4358630,2.42,71,708242,0,3,3,Low
NEWCO_2624,3,AI Startups,8,3239607,24.10318631,49,NA,NA,NA,2155731,31473357,4457770,0.78,92,430734,0,4,1,Medium
NEWCO_2625,2,Manufacturing,4,9723173,25.22507482,37,NA,NA,NA,3725324,40481663,14507418,0.53,100,108227,0,2,4,Low
NEWCO_2626,0,Manufacturing,4,4754140,19.67554038,6,NA,NA,NA,1778554,33301052,13309712,2.38,85,323063,0,1,5,Medium
NEWCO_2627,1,IT Services,5,5635040,26.10073335,38,NA,NA,NA,230370,25772084,22324286,0.81,98,244784,0,1,4,Medium
NEWCO_2628,3,Retail,3,3190262,27.54520744,50,NA,NA,NA,3234453,6906370,10295834,1.23,58,706253,0,0,5,Medium
NEWCO_2629,2,AI Startups,8,2929595,17.85861171,7,NA,NA,NA,535135,35333483,2203828,1.13,63,13024,0,3,4,Medium
NEWCO_2630,1,Retail,3,1848461,5.759485666,10,NA,NA,NA,3607610,44962169,2327971,2.93,74,717049,0,4,4,Medium
NEWCO_2631,0,Retail,3,3282527,10.78641694,7,NA,NA,NA,906376,35035881,15059229,2.99,99,661915,0,0,1,Medium
NEWCO_2632,1,Retail,3,5241240,16.70434733,30,NA,NA,NA,4325690,25967226,15997129,0.98,81,597714,0,2,5,Low
NEWCO_2633,1,Retail,3,4440028,14.67521214,23,NA,NA,NA,2575112,22657231,4680052,0.87,75,409362,0,4,2,Medium
NEWCO_2634,0,Retail,3,724755,18.04710749,8,NA,NA,NA,4885981,36606390,7292465,2.25,65,569803,0,3,3,Medium
NEWCO_2635,3,Retail,3,4141289,11.07839987,24,NA,NA,NA,1470720,49819504,3775042,1.17,96,577491,0,4,4,Medium
NEWCO_2636,1,Retail,3,1026827,18.86993904,16,NA,NA,NA,2884363,27176914,16064293,2.67,98,834963,0,1,3,Medium
NEWCO_2637,1,Healthcare,2,8286125,14.17809768,49,NA,NA,NA,1368868,31759089,755788,2.94,90,322547,0,1,2,Low
NEWCO_2638,0,Healthcare,2,9446512,24.70862801,29,NA,NA,NA,4977845,49871227,23348382,1,89,529749,0,0,4,Low
NEWCO_2639,0,Retail,3,7110031,21.50572608,33,NA,NA,NA,3797499,8177415,5662428,2.41,53,216222,0,1,5,Medium
NEWCO_2640,1,IT Services,5,9317864,7.378330234,16,NA,NA,NA,742492,12474636,15460202,1.49,87,745922,0,4,5,Medium
NEWCO_2641,3,AI Startups,8,8116391,10.26185033,24,NA,NA,NA,1476738,6539765,18363902,2.84,64,374937,0,1,3,Medium
NEWCO_2642,0,IT Services,5,4484816,20.50246586,16,NA,NA,NA,1129335,20352254,27430747,0.99,72,642480,0,2,3,Medium
NEWCO_2643,2,AI Startups,8,2007792,27.96386231,48,NA,NA,NA,3355036,24284947,14869551,2.56,82,724234,0,2,5,Medium
NEWCO_2644,2,Retail,3,9832035,20.84637832,9,NA,NA,NA,4704376,2974034,13086009,1.44,84,943311,0,4,3,Medium
NEWCO_2645,2,Fintech,7,4769768,6.074607989,12,NA,NA,NA,1330578,41418648,3723469,0.13,83,692991,0,5,3,Medium
NEWCO_2646,2,Retail,3,2171806,21.6315477,47,NA,NA,NA,3801208,40385953,22663514,2.43,67,348435,0,3,4,Medium
NEWCO_2647,3,Retail,3,5627239,11.97343406,34,NA,NA,NA,502984,32687514,20647313,2.65,52,728886,0,1,1,Low
NEWCO_2648,3,Manufacturing,4,2919349,16.67701003,40,NA,NA,NA,2556418,45027088,20809316,2.9,76,943870,0,4,4,Medium
NEWCO_2649,3,Manufacturing,4,9680140,7.411626177,28,NA,NA,NA,1884372,3885039,24595273,1.88,99,757207,0,0,2,Medium
NEWCO_2650,1,Fintech,7,4438753,7.486161665,44,NA,NA,NA,1230489,17237244,1217569,2.12,71,897734,0,5,1,Medium
NEWCO_2651,2,Retail,3,1438588,29.30704088,39,NA,NA,NA,4777904,13565940,29313629,0.38,93,860943,0,1,3,Medium
NEWCO_2652,3,Healthcare,2,1751202,29.21300181,33,NA,NA,NA,3773582,11622876,7569456,1.59,50,292616,0,3,3,Medium
